Resumen;Class
As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.;1
As a Publisher, I want to know how many users have previewed a dataset, so that I know how interest in a dataset relates to its actual download numbers. ;1
As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.;1
As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful. ;1
As a publisher, I want to package reproducible steps to get a certain data state, so my methodology is transparent and can be rerun by others. ;1
As a DeveloperDataWrangler, I want to store my Data Package in GitHub and have it automatically stored into CKAN, so that I get a data API and my dataset is listed in a relevant catalog. ;1
As a Researcher, I want a tool that can generate basic statistics about a dataset, so that I can get a quick preview of the data. ;1
As a DeveloperPublisher, I want a tool to create an embeddable data summary via iframe, so that I can embed data summaries across sites. ;1
As a Researcher, I want an app that generates an OpenRefine reconciliation API endpoint from a Tabular Data Package, so that I can use it to clean messy data. ;1
As a Researcher, I want an app that create proxy Data Packages for well know and reliable data, sources, so that I can load high quality data using Data Package tooling. ;1
As a RepositoryManagerResearcher, I want an app that acts as a match-making service for packaging data, so that owners are paired with data packagers. ;1
